episod,score,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
256,10801.14981,-0.332027519151,-0.375640629414,0.0,1.28262116913,2.70390134077,0.0,1.1257839645,0.0254256690775,-15.2563505087,28.8087620513,-19.766751142,0.0,667.977892775,-0.295573487413,-0.0300271250001,900.177999392
257,10968.9377867,-1.58319598225,-0.460732690587,0.0,1.26033611526,3.4141202063,0.0,0.401461363584,-0.429542883204,-15.4591062857,28.7918425607,-17.7808725506,0.0,610.912261109,0.228599465796,-0.325278355471,899.354099437
258,10948.2010829,-1.34424265607,-0.448511192422,0.0,1.32510160173,2.71353366766,0.0,0.136030617402,-0.0339412143201,-15.310401747,28.7956710258,-17.7013333639,0.0,596.67062273,0.0668932122436,0.800929838154,899.281525218
259,10270.944201,-0.853535104481,-0.572637462556,0.0,5.89888755456,4.75373925639,0.0,-0.138669334041,-0.83075327329,-14.6151561494,28.7908985476,-17.8474104547,0.0,607.437680375,-0.149977222503,0.64222899224,900.484875648
260,10748.7399336,-0.854742915138,0.353909809648,0.0,5.92153808345,5.76342635937,0.0,-1.47467108008,-0.289128858987,-14.9105164867,28.4714320223,-14.2137188344,0.0,549.230412646,0.0134202127295,2.65808354411,896.478323126
261,10580.7542056,-1.29450024858,0.426221360481,0.0,5.91184290884,6.05431110118,0.0,-2.29445772405,-0.283660330749,-14.7042685635,28.6577995937,-11.8016104569,0.0,355.332539425,-0.0577369413698,1.1457048308,898.834140174
262,10242.3575901,0.532931227833,-1.17551960616,0.0,1.54094030513,1.79499921012,0.0,0.915245575747,-0.762087440467,-14.2362476722,28.7607093345,-15.6738556018,0.0,536.190838303,0.0655037714889,0.235916132579,900.024402252
263,10673.6701354,-0.165901785887,-1.219065812,0.0,3.25367484594,2.73912574336,0.0,1.08037007921,-1.85769011601,-14.3253115825,28.0573596409,-16.1791012312,0.0,498.831559178,8.95555370932,128.999386862,868.644390004
264,10587.0571724,1.00161035538,-1.05285976911,0.0,1.65874753298,3.81056700189,0.0,2.5159889408,-1.48577740463,-14.6155100499,28.8042827899,-19.4717475715,0.0,639.886686113,0.249028496561,0.72938364132,899.985938188
265,10256.831123,0.629439235499,-1.09858830684,0.0,1.57609206204,1.75485547445,0.0,0.964716443157,-0.737910151974,-14.2223650899,28.7626614974,-15.3484532185,0.0,519.849897496,-0.374043842522,0.888940773757,899.764395971
266,10545.7851595,0.957833043316,-0.99739323458,0.0,1.61331686925,4.2692582109,0.0,1.98687770102,-1.17056821233,-14.2119381262,28.7934872958,-18.1714952802,0.0,617.630636607,-0.228814963482,0.556482814632,899.888093738
267,10298.4133782,-0.825400218364,-0.477937824573,0.0,1.66818215642,4.31818599985,0.0,-0.0333203549077,-0.892407147355,-13.7319927458,28.8119072875,-14.4194881122,0.0,501.2928446,0.0165641169516,0.0370089851365,899.982192591
268,10395.1177769,-0.562971963488,-0.566502088164,0.0,1.6376441178,4.67147364817,0.0,-0.361912322222,-0.885919355849,-13.6366762677,28.7875587958,-14.7446540578,0.0,516.387549154,-0.0571326271415,-0.220281449369,900.002175172
269,10614.0738937,-1.99303893384,1.01416926568,0.0,3.4502168425,1.33052569572,0.0,-1.82377924142,0.67983637377,-13.9518187278,28.5830669983,-10.6451884076,0.0,307.864166451,-0.0400318661859,13.054692131,886.783005412
270,10844.2002728,-0.190909635157,-0.746353843237,0.0,1.79514907826,5.85819925519,0.0,-0.461994937535,-0.685555753537,-13.9361749989,28.6021787879,-12.7741608221,0.0,544.004685247,-0.240070225862,1.97378157675,899.279720317
271,10762.4227056,3.69973635222,0.0206293820938,0.0,2.32849366419,4.42183545897,0.0,4.45817591418,-0.130728441657,-14.1575951312,28.0222717159,-18.8764628693,0.0,671.813788513,0.939940805102,181.42960084,898.021170864
272,10656.0774539,-3.84272116167,-0.559089028586,0.0,1.6755141861,4.43681412606,0.0,-2.26106827012,-0.453765263369,-14.4679067284,28.8536813606,-6.27432995915,0.0,161.878260965,0.339849909315,0.287343273476,900.830811361
273,10986.7234998,-3.8554964031,-0.5523127463,0.0,1.65975407167,5.15714506163,0.0,-3.76233335678,-0.456006342867,-14.4899702926,28.8156745797,-6.51595225402,0.0,183.311631542,0.0733534847212,0.0364592289861,900.00308543
274,10816.6819143,-4.25987853626,-0.695303203843,0.0,1.5849827746,4.97803454922,0.0,-3.83300665774,-0.592709226445,-14.3726615419,28.8039349548,-6.13190292147,0.0,159.832670618,0.19939390496,-0.11854227615,899.715746575
275,10822.5970717,-4.25658641662,-0.692878201849,0.0,1.59731678141,5.07285456725,0.0,-4.02851785711,-0.593302050946,-14.3633045629,28.8151101371,-6.01936948192,0.0,150.145153376,0.707936876903,-0.420778751424,900.01021029
276,11032.7904533,-3.34301459182,-0.671656862253,0.0,1.64589706861,5.00029162784,0.0,-2.97806197815,-0.564523534368,-14.538762602,28.7922408903,-6.39870283067,0.0,166.872078027,0.21157606083,0.227612750113,899.752939614
277,10997.0273249,-3.35057953445,-0.684189833578,0.0,1.72834488114,4.79868462059,0.0,-2.52630574071,-0.555677110985,-14.5353338975,28.8267547154,-6.29240726012,0.0,171.664005842,-0.188254910746,-0.471370054293,900.202124991
278,10721.19182,-3.96195166165,-0.661608722389,0.0,1.64792799576,4.10447865471,0.0,-1.77043227456,-0.51646876103,-14.6377964778,28.8371048849,-6.11087298281,0.0,148.697588224,-0.870107341835,-0.3191195462,900.252134967
279,10719.7503854,-2.16248414751,-0.547855692349,0.0,1.64928678625,4.59916808517,0.0,-1.42990636461,-0.4308474169,-14.3847620201,28.8272223744,-8.27078254848,0.0,197.341632336,0.141677744486,-0.0877451185754,900.202116562
280,10280.6469607,-1.98598922435,-0.664546942912,0.0,1.68654147434,3.68680614332,0.0,-0.437236701576,-0.528634758281,-14.3564357582,28.7970372887,-7.3736907853,0.0,166.291878803,0.21693782822,0.20083835487,899.190720321
281,10259.166724,-1.80563357998,-0.653234359821,0.0,1.690984816,3.51802838314,0.0,-0.308438810064,-0.483189650359,-14.3338151671,28.8104161093,-7.81017955068,0.0,184.809486486,0.177745660536,-0.316690581737,899.721732367
282,10523.1028724,2.20706744013,-0.0946615498401,0.0,3.52546510483,3.27662501215,0.0,3.21898970033,-0.986135428689,-13.7063674009,27.5167936525,-15.0920170884,0.0,504.580362337,8.0561713764,288.5197387,888.979698423
283,10640.956621,2.62210174769,0.159269969004,0.0,2.32371806928,5.99527798393,0.0,2.59018339384,0.703738045068,-13.9091433474,28.1156436083,-17.5146680597,0.0,683.699068662,1.45672049168,158.596023183,897.705518033
284,10787.7487693,3.57807642367,-0.0940851768908,0.0,4.2024731024,3.76196895803,0.0,5.40893236644,-0.461901103214,-14.1689753554,26.8518930434,-16.7421348304,0.0,472.214789793,3.73223879775,376.119810023,897.406641231
285,10896.8712814,0.745258859213,-0.296501685533,0.0,1.92365887558,0.635002813823,0.0,-0.121886015651,-0.22726103983,-14.0059527448,28.4763943612,-15.1941642094,0.0,642.65404357,-0.0805909538299,13.4342618398,899.904759856
286,10461.1854043,-1.83564457021,-0.767637980532,0.0,1.70082058536,5.71088048791,0.0,-2.57000547902,-0.840441359403,-13.8767094816,28.7366430507,-9.10487077362,0.0,372.719998912,0.129754976838,-0.0657850443073,899.5865646
287,10300.1321733,3.5222525981,-0.0709452036458,0.0,0.23135740704,2.90397333106,0.0,4.22992597607,0.789831860408,-14.6635398315,28.5045253593,-18.5841055021,0.0,545.57305931,0.201125794962,42.6619783392,899.870061315
288,10593.1671962,0.359757505689,0.256067569324,0.0,6.05936454311,0.450508568591,0.0,-1.18680857523,-0.427580547909,-14.0932600392,28.467623479,-12.1751601961,0.0,348.009205016,0.3051474502,17.0366830808,896.913569244
289,10353.2501185,-2.82558994238,0.325374161159,0.0,1.62419334946,2.64264227783,0.0,-1.51687186792,0.471274077665,-14.11333704,28.8255368392,-11.1523791276,0.0,312.245542567,0.0508548285483,0.587951654805,899.923213442
290,10360.1659286,-1.94343872297,0.395176155006,0.0,1.6329615499,0.264917512016,0.0,-3.07283323525,0.237261628512,-13.3113949008,28.8164107767,-10.5406290106,0.0,322.578645901,0.19011121802,0.21500778982,900.245223031
291,10469.1936712,-2.03119084448,0.84799872362,0.0,6.17423776449,0.146203603838,0.0,-3.27429120381,0.0733386784434,-14.4060149898,28.755410882,-10.7173205682,0.0,287.751261405,-0.021884578439,2.51097577911,898.892801009
292,10408.013719,-2.08392446357,0.841313879755,0.0,6.17412399811,0.20861424037,0.0,-3.33417019801,0.0755910666302,-14.3036585204,28.7647071902,-10.7446924473,0.0,286.072755633,0.372381012766,2.32344984549,899.390128008
293,10813.2611141,-0.797937742996,0.574160192382,0.0,1.57070885989,5.88047228436,0.0,-1.32957152326,0.201986943974,-14.2381749715,28.7350815305,-13.4959176134,0.0,550.797764687,0.551005162911,1.57877198502,899.898100966
294,10347.0068201,-3.50352616768,0.102676386077,0.0,1.60777621562,5.73469491345,0.0,-3.74159053657,-0.255973803029,-13.9048724507,28.8197131873,-10.2529193234,0.0,317.424821522,0.0874861775312,0.604737525032,899.930475895
295,10868.8380934,-3.00567615213,-0.0352049132802,0.0,1.65924963938,0.291545003724,0.0,-3.79327869674,-0.0481220166753,-13.7337828443,28.8277974718,-10.802698255,0.0,348.575298784,0.4716918083,0.844622352378,900.20146057
296,10775.1268388,-2.14129594517,-0.0972692126376,0.0,6.21040644698,0.225161458363,0.0,-3.30630925667,-0.659755417772,-14.6396350966,28.7583657654,-10.3454480919,0.0,282.546479299,0.186760835163,5.00463441522,899.332308043
297,10629.6112366,-2.87189215315,-0.10273096184,0.0,6.23184155795,0.264285713631,0.0,-3.85284331518,-0.697867272417,-14.5490455369,28.8201306424,-10.1756864332,0.0,267.529622224,0.431259081263,3.04739920262,900.546358817
298,10654.3951379,-2.52216888923,-0.209675553759,0.0,0.0893572885057,0.411494436966,0.0,-3.65456472545,-0.696239120222,-14.3636144151,28.7038548038,-9.77790957324,0.0,268.598709955,-0.189098596977,4.3274471853,900.017512188
299,10691.5239636,-1.77755123158,-0.225306668264,0.0,0.0015102736606,0.558219787719,0.0,-2.9931866,-0.695130027604,-14.2295191792,28.7612656411,-10.4883139617,0.0,279.908194471,-0.765252577954,7.70752207084,899.336906129
300,10342.0562074,1.3892158854,-1.14346467929,0.0,1.21076699332,0.475540301838,0.0,-0.797101473929,-1.50558136781,-14.3912093797,24.6366238214,-12.7964643679,0.0,433.284350655,0.89830976018,103.818331256,898.215361487
301,10888.7697612,2.20359392171,-1.71539129441,0.0,2.16523132316,0.0184358061433,0.0,-0.538065668127,-1.69466459163,-14.1502961913,26.1193914495,-13.3340973989,0.0,419.64071246,2.25611291621,248.08976936,896.563313316
302,10444.0994108,1.93464814567,-1.43805640185,0.0,4.48957232349,0.267710458073,0.0,-0.129357627542,-1.78749987457,-14.6818804843,19.6624811222,-11.5029552096,0.0,276.855271446,47.7020039649,400.727754857,725.250701816
303,11083.0347149,1.69312876348,-1.30793651556,0.0,4.09942027166,0.493511921178,0.0,-0.951485768789,-1.46104473747,-15.1701030776,22.89272188,-11.3235186021,0.0,213.638651688,17.9002975186,513.420323704,869.594073849
304,10440.354795,2.74786790861,-1.78639611737,0.0,4.4325211693,0.0123167293387,0.0,0.0101366634008,-1.98931335575,-14.2174003015,23.3563856892,-12.013971802,0.0,373.490695092,2.04624904691,173.347341723,896.036806437
305,10236.5076004,3.09547017977,-0.316266380403,0.0,2.4136907482,5.17688436604,0.0,2.2367957967,0.366756675445,-13.7979768452,26.8352173209,-17.3716825094,0.0,598.605303922,16.0863700233,312.917117444,875.018517897
306,10717.7093608,-1.61335778545,-0.978157730503,0.0,3.79581298134,2.78637229029,0.0,0.0856972905468,-1.36183711564,-14.3259840376,28.6054545564,-11.6724056587,0.0,300.117448466,0.603734549369,96.282849365,893.648973182
307,10568.2263357,-1.83388428159,-1.05302250232,0.0,3.56038821086,2.69884225338,0.0,-0.151734925422,-1.33122296739,-14.2387733026,28.5178932053,-11.5427987483,0.0,307.323515869,0.784799694079,111.795877756,890.461638857
308,10417.1402495,-2.33374452004,-0.333299162116,0.0,3.54118922844,5.60878426444,0.0,-2.59151421487,0.0409921696136,-13.8875019666,28.7415470171,-12.683553366,0.0,503.243222276,0.392036383027,63.5665525493,898.559159659
309,10567.101864,-1.59084126811,0.765155957711,0.0,3.57387904847,1.44150226894,0.0,-1.61415927746,0.363653952467,-13.8516681889,28.6088911563,-13.345057431,0.0,305.498094043,0.70663454772,79.9577079282,891.359990513
310,10624.8638993,-2.29151119526,0.253884675826,0.0,3.53799010655,1.83372965166,0.0,-0.901545550331,0.00157572919284,-14.0220977993,28.6797159588,-12.75663784,0.0,326.721405058,-0.130859323249,73.647932453,895.24624063
311,10522.203919,-2.31207372008,-0.0605076583013,0.0,3.61317647262,1.14790203351,0.0,-2.21492259795,-0.0832631596147,-14.2988998301,28.5950209525,-11.3751094262,0.0,262.708119301,0.797738792311,82.9033787051,891.475225033
312,10523.5316002,-2.0969995831,-0.0468928210913,0.0,3.59776243168,1.15088693191,0.0,-2.01890797816,-0.0235211811612,-14.3040146814,28.5347915974,-11.2589774555,0.0,251.454783164,0.80738701858,96.0866570126,889.849563633
313,10676.6835221,-0.314604874161,1.31720576854,0.0,1.99063004707,3.98414465101,0.0,0.779966633229,0.193618932119,-14.5299969246,28.7289061712,-18.5138570849,0.0,633.69204977,-0.103408633648,16.9682975112,899.942770448
314,10758.8320207,-1.15105368925,1.13936864832,0.0,3.51067650338,2.65034950217,0.0,0.880035456512,0.536693326218,-14.3042137372,28.5941958378,-15.2411613366,0.0,390.705436073,0.547745223328,126.069237103,896.399643538
315,10592.6155997,-2.00257268684,-0.108973942951,0.0,3.58194274368,1.38643288977,0.0,-1.67013447796,-0.178265416461,-14.2087405593,28.5633389696,-11.0236241048,0.0,246.509321021,0.967212047922,113.517287196,892.771599238
316,10714.3058147,-1.64751708192,-0.658545426398,0.0,3.65200057736,1.82987399809,0.0,-1.11451564407,-1.04515597913,-14.09477698,28.3662807734,-10.4873831505,0.0,213.688011333,1.60714806554,161.656565756,890.104232422
317,10306.9189637,-0.706378052645,1.37836601361,0.0,1.89740892758,6.13041109016,0.0,-2.16614123564,1.09457679798,-13.8154246154,28.770377207,-16.8610795841,0.0,545.383502036,0.444771699569,15.2222492668,899.463494236
318,10332.7034974,-1.861909539,0.671507830943,0.0,3.5776992898,3.53556799606,0.0,-0.46647151,0.0641469770398,-13.5030925666,28.7059104128,-13.4773532821,0.0,359.865448121,-0.148173849385,91.8429416358,898.626994915
319,10928.8183131,-1.39480448248,0.746099282537,0.0,3.61441171006,5.28514340851,0.0,-1.12935875865,0.979112214486,-14.83946478,28.5118016725,-14.3367969254,0.0,533.07175302,0.353536923169,167.459411029,899.331329651
320,10621.6375077,-1.64556290521,0.0430858996019,0.0,3.61179522686,0.177706924849,0.0,-2.37214820864,0.456777180542,-13.9262411261,28.2735675806,-9.37260006775,0.0,181.704894484,1.65212836932,153.903127938,884.127161607
321,10429.8725151,3.81704661078,-1.17970029832,0.0,6.08236175462,2.65751947315,0.0,3.73528007884,-1.36587576567,-14.6082120316,21.3981906631,-13.0552514644,0.0,173.659092545,17.6823540925,708.511445002,880.520474206
322,10960.1572094,1.84674331652,-1.70208144944,0.0,2.10608805355,1.30747828452,0.0,-0.186422397507,-2.16543040978,-15.1248596138,23.2017260186,-9.88177490414,0.0,278.60063195,14.2230712352,471.528464731,872.852997212
323,10616.0280762,-1.85469801746,-0.0678392138168,0.0,0.0850178946037,2.56928281086,0.0,-0.262227062812,0.327253291663,-14.5513865085,28.7486838355,-8.59333033479,0.0,135.42024558,0.222939382709,22.4209881124,899.687950068
324,10547.7302833,-3.0231527676,-0.0828493092718,0.0,0.00632798809926,4.0440693642,0.0,-1.30657950612,0.227820663698,-14.6774157053,28.8236131283,-9.0481071381,0.0,117.678950036,0.152155740161,13.3313013098,900.022165756
325,10645.6766114,-2.62818366014,0.148977622053,0.0,1.73104434711,2.75730052156,0.0,-0.259788826406,0.28926969628,-14.3733539464,28.8425846202,-8.14878144358,0.0,228.034860637,-0.100628963575,11.2988033547,900.400584784
326,10348.0997134,-3.46750059959,-0.000555745678141,0.0,1.76240821309,1.11287549155,0.0,-3.87180546155,0.0911780497199,-13.749460787,28.8387077012,-7.48961969572,0.0,212.497548294,-0.0623613967334,7.19890048454,900.366999704
327,10297.334291,-3.26092010482,-0.00418005404369,0.0,1.6884241877,1.14300714234,0.0,-3.4817909658,0.0671450317299,-13.713501929,28.8221714228,-7.47485750231,0.0,122.135621678,0.372458130271,3.52673835762,899.810527641
328,10734.5673243,-3.59634285359,0.103659327695,0.0,1.67679311931,4.06697598466,0.0,-1.69233096326,0.146292261011,-14.565868734,28.8312070564,-7.85265199759,0.0,102.222603811,-0.629632773812,3.63180861922,900.056092431
329,10602.3538791,-3.24152784402,0.0565805186708,0.0,1.62837866975,3.64392279825,0.0,-0.785484678386,0.104357675221,-14.5418990986,28.8292437393,-8.0036570062,0.0,85.4174118367,0.221778864718,4.67170606417,899.921424858
330,10755.5230057,-0.708725377506,0.589333864,0.0,1.5956192485,2.27975059112,0.0,0.588348085304,0.574386768839,-14.4571085163,28.7798029193,-8.34165887574,0.0,123.142686212,-0.492337962183,20.2027495854,899.504469659
331,10487.2258562,-1.58665853265,0.71864001394,0.0,1.64227761075,2.85922735974,0.0,0.0748109948845,0.711777337487,-14.0845011438,28.8205537445,-7.54560001948,0.0,86.8749389257,0.335321728766,10.369589251,899.978500498
332,10911.2651347,1.78848984285,-0.197378097742,0.0,0.651784494823,6.18035536359,0.0,0.822909172233,-0.497025256583,-15.208193551,27.1141931166,-9.74326973109,0.0,208.227841288,0.00679721065178,210.518235956,898.964583361
333,10307.8991121,3.52499898493,-0.134615899346,0.0,2.28998804439,3.73875557393,0.0,2.06900214045,-0.719422666864,-13.9957597164,26.4509859955,-17.9926154559,0.0,774.707399618,1.53742538149,214.818052077,899.4982054
334,10557.9090451,2.81369284282,-0.101705907777,0.0,1.40054123172,5.53055571041,0.0,1.64468254137,-0.138556176219,-14.3701017817,21.6019609179,-11.1062130417,0.0,244.583075751,62.5412748491,598.006682216,761.612542394
335,10882.9287474,-1.24520667621,-0.272344498118,0.0,1.6120521944,1.54372930128,0.0,-1.07950905108,-0.165074890626,-14.4267832659,28.7622571305,-6.75475629394,0.0,71.0326572521,-0.153747649663,29.7766416724,900.091583847
336,10773.6971478,-1.09840827058,-0.836377995982,0.0,1.65459588125,6.12562822778,0.0,-2.3771591295,-1.01464272126,-14.0961751902,28.5968306826,-6.87933849579,0.0,83.8255267603,-0.153614640964,42.8344669569,900.102609785
337,10522.1547609,0.913591601396,-0.580376068094,0.0,0.255045653847,1.01589568017,0.0,0.548631521216,-0.784026457584,-14.3404410323,27.4660824942,-8.20638234379,0.0,122.546797063,0.311240961665,200.507160538,898.499449964
338,10325.4020349,-1.1531384297,0.872266028614,0.0,3.38440983195,2.40211746618,0.0,0.0487560717398,0.461828936118,-13.5924787664,27.8745770829,-7.56530749823,0.0,181.614003625,2.11570676993,265.497816569,889.714170884
339,10787.261581,-0.589400433194,-0.888916967884,0.0,1.75433837488,5.99719610329,0.0,-2.00544567909,-1.07343176845,-14.0787641147,28.2943955354,-7.31951419193,0.0,152.000798001,0.282731937269,100.086828749,898.388691983
340,10266.8107047,0.386769572259,-0.650555285984,0.0,6.22965364241,1.33158257421,0.0,0.391409932082,-0.750792955724,-13.9941174505,27.5864430998,-8.06295027197,0.0,102.751008156,0.574650528339,208.439186998,898.423759898
341,10642.4667128,-1.10894539031,-0.739787412426,0.0,1.38966686207,1.47595258431,0.0,-1.04301950196,-0.604645941895,-14.2283122786,28.5646348148,-6.72448742487,0.0,53.4938712232,-0.121877013946,81.1448794499,899.69607534
342,10798.9937459,-0.940711833614,0.497283031519,0.0,1.39654796618,3.41913195912,0.0,1.07776890942,0.651607343642,-14.4178885527,28.6252555341,-8.09836459384,0.0,69.3656577418,0.274858960373,85.9567258975,900.243885007
343,10848.7060866,-2.48212537559,0.457968980104,0.0,1.36941939304,3.92219168526,0.0,-0.150902534813,0.58332261476,-14.6829481964,28.7168806574,-7.1186782629,0.0,37.6407064446,-0.749241177617,64.529344056,900.222919886
344,10360.7560609,3.63716540871,-0.134052249577,0.0,5.72399722236,0.209565203514,0.0,1.22246865818,-0.498736718909,-14.9421061627,22.3405603529,-11.9780211326,0.0,170.597440787,4.49707431853,591.03040531,897.59553441
345,10617.4037157,1.66944578953,-0.749910028887,0.0,0.482401418083,0.0716348014051,0.0,-0.168981131049,-0.384080020855,-13.8737882127,18.545701736,-8.50546912991,0.0,108.146708386,71.1643011696,737.819344069,721.866173228
346,10857.9083786,0.133290158032,-0.0608001584527,0.0,1.30994274053,1.0463139046,0.0,-0.269879359478,-0.0192810603984,-14.4082836506,27.9255258939,-7.61665392803,0.0,105.102978287,0.777272650431,185.770575193,899.66139712
347,10315.1022082,0.746493480112,0.0501561135752,0.0,5.09757261627,4.49116468393,0.0,1.15371369102,0.598434873987,-13.5340991244,24.19876721,-12.0362065724,0.0,324.038789187,1.99709382088,592.166582531,899.299277398
348,10480.8904046,-6.10763648416,0.114081121862,0.0,0.862292201063,3.70665105818,0.0,-3.34554317602,0.301260411661,-14.6022861819,28.7690344979,-5.50884946196,0.0,28.2375743532,-0.178020049339,45.6080051165,900.270588247
349,10822.1100169,-4.36156418608,0.422188738227,0.0,0.718293495822,5.30837240866,0.0,-3.87407136563,0.145861666957,-14.7325997226,28.6080575402,-6.11016575402,0.0,22.2590750636,-0.00547438323723,108.773377903,899.967176776
350,10822.8115545,-3.89892149184,0.42096974281,0.0,0.639052003026,4.97653524825,0.0,-2.71637544674,0.260619556093,-14.8587107187,28.4588245532,-6.6224925106,0.0,22.8604182623,0.194840306322,129.806171167,899.858326058
351,10775.7330352,-4.12752837469,0.39250433529,0.0,0.575487783185,5.32225515103,0.0,-3.50095544105,0.194576747468,-14.8061979607,28.3941322048,-6.56542575956,0.0,19.5982541844,0.0677731883536,147.858647378,899.824206358
352,10532.0338151,-3.63044450187,-0.104785279953,0.0,2.48265172947,4.93721803333,0.0,-2.97808536504,-0.00305084791625,-13.7902745103,28.1190356878,-5.85210967482,0.0,88.6228737924,-0.259535734311,227.317165514,899.875426406
353,10831.0941436,-3.52695170797,-0.17419103402,0.0,0.700749707029,4.5451241822,0.0,-1.71477179169,-0.205133467329,-14.9148656833,28.0048472911,-5.73770364372,0.0,14.6473929494,-0.412671084954,197.258733512,899.98634439
354,10832.5117674,-3.41026355419,-0.191086644917,0.0,0.629287351643,4.80352974436,0.0,-2.16557774933,-0.281117379527,-14.7901103767,27.7433172573,-6.75545741849,0.0,13.886026271,0.563607452151,236.736956008,900.479239842
355,10923.6520859,-2.52361780009,-0.219587100536,0.0,0.738157014909,5.16040868311,0.0,-2.09638353467,-0.437290680664,-14.8273382887,26.7348975143,-7.0854385992,0.0,18.9561252018,0.295160059317,353.841878111,899.69284508
356,10874.8902654,-2.05910251021,-0.392089743372,0.0,1.42586920164,5.50177245061,0.0,-2.27628555553,-0.709012263045,-14.3797518542,25.8604377886,-6.97477635389,0.0,18.8360518726,-0.206405353879,472.026992197,899.760382386
357,11030.0076435,-2.29836659217,-0.296302447349,0.0,1.05597991946,5.34383907025,0.0,-2.01794908537,-0.381374066991,-14.733721287,24.2151042266,-7.09671133312,0.0,16.2991360456,-0.533229032906,542.233377192,900.094934644
358,10169.6817951,-5.73999377013,-0.764661150046,0.0,0.753963345911,4.44115327558,0.0,-4.05731986586,-0.84989932758,-14.1740785718,27.8954772824,-5.50039203491,0.0,7.92421438454,-0.409045373572,202.25510584,899.426371343
359,10961.9336391,-3.33966629218,-0.280959629188,0.0,0.791343216987,5.06982536438,0.0,-2.56586232574,-0.470426212636,-14.8100738743,25.8478453053,-6.02322541383,0.0,9.31489958196,-0.423410454236,425.978855493,899.646151024
360,10979.9645688,-3.44324675015,-0.285551828871,0.0,0.830539080868,5.01594315842,0.0,-2.4313662531,-0.570566000964,-14.7935849195,25.6530081621,-5.30302323735,0.0,8.22878256709,0.0865592272448,428.784083742,899.880590352
361,10962.2121905,-3.94862973417,0.102079026455,0.0,0.813944468993,4.2748646618,0.0,-1.30997224151,0.127933603182,-14.8791763716,26.655408864,-5.42826576025,0.0,7.96959171853,-0.459709453669,342.199494686,899.97653919
362,10929.1967156,-4.06885536363,0.0935201344136,0.0,0.737174122685,4.39672296546,0.0,-1.56756082099,0.0273068160681,-14.8259626089,26.432142322,-5.59503348233,0.0,7.7035288415,-0.300469151754,359.623892939,900.180463886
363,10960.2816795,-4.08750791581,0.0908196400503,0.0,0.797076293807,4.43440978077,0.0,-1.60950374099,-0.01908257674,-14.8135525532,26.0964115408,-5.57140892866,0.0,7.42551048177,0.0679234243664,387.931861012,900.246574628
364,10976.4469575,-4.1733918142,0.0789617732292,0.0,0.843911681889,4.70518987149,0.0,-2.07524956366,-0.119189890465,-14.7153584304,25.5702872278,-4.95389686166,0.0,6.4565213558,0.410981742264,426.538387586,900.329227908
365,10274.2483427,-3.59693775277,0.0812554530995,0.0,5.18270013615,6.05141844638,0.0,-4.08353439273,0.0430017318171,-14.4527146191,27.0334272796,-5.3787869222,0.0,38.0115400957,-0.711024925386,308.392747639,900.029949203
366,10558.768399,-0.976453725196,0.48964775968,0.0,0.680083188354,0.329277658641,0.0,-2.76988812991,0.00862731087377,-13.9414404027,26.2922473794,-6.70212049923,0.0,37.600373971,-0.443214445558,359.643759879,900.206186072
367,10988.7542602,-4.09714540132,0.131546195289,0.0,0.882871547191,4.75004804218,0.0,-2.12117179492,-0.150206423113,-14.6723377037,25.2132409681,-5.08565371334,0.0,4.96270916434,0.588821608499,447.933402587,900.379737976
368,10445.0917727,-3.16712336245,0.119023310948,0.0,5.0171206488,0.368558073155,0.0,-4.05622192044,0.148428207897,-14.4377567692,26.239433549,-5.39000238089,0.0,31.7409249997,0.494880934838,371.533065367,899.461928032
369,10491.3511039,-0.809018186205,0.497844201041,0.0,0.476410896538,4.47512364307,0.0,1.06704460852,0.350651927901,-14.4429308931,21.6744985571,-8.46468471571,0.0,39.0626331046,-0.301259132008,687.508061472,899.590223169
370,10717.1445289,-2.84990488514,-0.472984925327,0.0,6.21493788798,5.85106784052,0.0,-3.92147962569,-0.673047434519,-14.4490488776,26.6481217513,-5.26721473715,0.0,73.6656385643,0.34387165558,338.010366331,899.279653136
371,10784.9889975,-1.29512615711,-0.138765931284,0.0,2.33212926815,5.18565373437,0.0,-0.839379759364,0.577228481756,-13.8733471445,21.9725133455,-6.02601720676,0.0,49.2926229884,-0.115057928018,632.321035146,899.939839408
372,10411.5922078,1.30048501967,0.366450303036,0.0,2.18681991714,3.65918871998,0.0,0.00805449661792,-0.369168733068,-13.6609695165,20.7698939047,-12.8506432904,0.0,57.4409016212,0.101206663253,750.899617087,900.262918747
373,10382.5485267,0.886543254486,0.443755809808,0.0,4.07544412091,5.04700795198,0.0,0.868391759742,0.665376731623,-13.6734184649,18.4659803044,-8.86191463799,0.0,116.090538238,-0.0911800955706,792.128527433,900.281459566
374,10933.1904471,-2.25890870351,-0.261291863411,0.0,3.84812270567,5.42601635836,0.0,-2.50287300765,0.305990052392,-14.8645166988,21.1834788964,-6.1527123452,0.0,15.153276049,-0.525187371249,776.131349006,899.807281179
375,10333.2068413,-1.89125629345,-0.3813502974,0.0,4.36739765899,0.142750768316,0.0,-3.29135746938,0.22978590667,-14.0731590573,24.8165127699,-5.87440575322,0.0,52.5712585996,1.56407773203,519.737163853,891.60341649
