episod,score,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
522,29758.6076378,4.00641591882,1.33017224115,0.0,6.10298932727,5.90459948716,0.0,-3.31756772898,1.5548057945,-24.3747685252,-0.0980435846568,-3.71897760634,0.0,4.5811229329,0.173840687518,899.883820139,899.600154471
523,25473.7882566,22.8037662939,0.862008154488,0.0,6.06966312905,4.47266940697,0.0,17.4391156088,0.095718925586,-17.3285947303,-0.12683839979,-4.60587729285,0.0,-0.0685312427869,-0.419598044893,899.721010372,899.775457904
524,49178.6985418,28.0412287133,2.01881547641,0.0,0.950108267976,3.21512593344,0.0,14.4906954643,0.897330667379,-17.6612014009,0.238784240556,-4.38120970733,0.0,0.066197239839,0.094461321228,899.663389541,900.581721604
525,27706.6516643,38.0367645941,1.22220345948,0.0,5.87718295031,0.595326158106,0.0,22.4231007867,3.32077637595,-25.9389985295,-0.19310273268,-3.4381350909,0.0,0.569861390622,-0.137843225683,899.734986497,899.313849691
526,28771.1882556,-0.184326008757,0.620143544683,0.0,0.108386120491,1.32435591386,0.0,-0.348409173919,-0.383089492223,-28.9766682069,0.587240309972,-4.07621474451,0.0,147.465147727,14.6410661598,885.150923258,897.044525847
527,57241.5483736,-3.01052526692,3.02539582694,0.0,5.86842855608,5.98838739134,0.0,-10.437332199,2.64505804089,-30.4440461489,-0.155679869251,-2.45140192831,0.0,-0.39083803252,0.288891031472,899.815745897,899.875711512
528,28428.1104911,-3.22001038187,-0.486925020392,0.0,0.0442633762407,0.710180956273,0.0,-7.30052712783,-1.28034961359,-25.6740464284,-0.169712630682,-2.95658143976,0.0,10.5263610972,0.677623003793,900.17108894,899.599157159
529,11480.9611217,-7.42870904295,-0.324691820951,0.0,0.247634166695,1.46574720147,0.0,-7.26214271621,-1.3696939103,-20.0725544286,0.245949511265,-3.2256902635,0.0,0.0128872359544,0.107220542499,899.473210174,899.262155989
530,10797.7989569,0.942470382367,0.0206402321212,0.0,0.7952029429,5.64465089887,0.0,0.505591152254,1.02740081127,-13.8372001975,2.50371715402,-10.0203375277,0.0,10.6927304486,-0.0782924695778,900.312332208,900.202918655
531,28775.6695758,16.7311495363,-0.892807547322,0.0,0.473489354746,3.0556380457,0.0,17.5427348724,-1.16735975592,-18.4932474644,0.15170668781,-7.43025874329,0.0,0.0476770840021,0.0253766192963,900.272942873,899.434771058
532,10615.6194819,8.38879692491,0.211526426875,0.0,6.15366415538,1.54920938291,0.0,5.5979654748,0.938782056985,-21.1884822939,-0.160478603656,-3.34229860172,0.0,2.71191703243,0.34771379019,900.051005855,899.543862157
533,11747.894255,-3.40637632925,0.306470149622,0.0,6.12406871126,1.64568863236,0.0,-3.36579841118,1.0687604939,-23.2336090706,-0.207074083426,-2.31218469493,0.0,-0.104973521018,-0.750505033214,900.095466701,899.914420732
534,13271.0420483,6.25507045421,-0.510701441629,0.0,1.29863648504,3.23753967296,0.0,7.95928018645,-4.88812774166,-15.6846389312,1.53946667488,-10.092487989,0.0,30.2116122175,0.272758295351,899.617936091,900.246181942
535,10557.5705062,1.09472149178,3.9773287834,0.0,2.17986224721,5.94571477574,0.0,-0.865565153964,10.5449632528,-10.8821013291,2.61210218955,-11.6764138923,0.0,147.256541955,0.261433978693,900.108185792,900.192545104
536,10561.6380783,7.83569592279,-0.714491308593,0.0,2.5593710391,4.27033069578,0.0,11.9407248025,-3.39214344354,-11.5905579766,2.53384907646,-10.5671925095,0.0,52.4540042883,0.248183834403,900.082826615,899.79808368
537,13296.7805853,6.75705858964,0.247017529762,0.0,3.27595713059,4.0173844626,0.0,9.80803635936,-0.787350682205,-9.76777673427,2.7290084123,-11.5740295339,0.0,100.962709008,0.0473845337492,899.896304045,900.180993889
538,10748.0197773,-7.47725658021,-0.256162128044,0.0,0.240817366302,6.17019220186,0.0,-15.1594380148,-0.0668912797031,-15.1100924181,0.175668285969,-5.96291660915,0.0,0.936189823117,-0.0851198227865,900.260418875,899.881088819
539,10468.6700986,4.28744100152,0.00943426522747,0.0,3.02576451188,0.0354387217312,0.0,1.08913281984,0.814201062267,-15.492874439,3.77546750832,-15.7097788375,0.0,336.944212023,10.729914998,897.911651604,900.042877538
540,13019.6164106,4.10371661404,0.139986171555,0.0,3.80696221299,1.33503557756,0.0,-1.5987243489,0.233442127592,-11.9404212302,3.3734746669,-14.6761982491,0.0,303.146753123,1.73799153923,899.70057795,899.590847113
541,11747.0589688,-3.12363539537,-0.947678226318,0.0,0.894243472091,1.32501720795,0.0,-8.88723500105,-3.58862155498,-18.534466992,1.06601413169,-8.03374740828,0.0,13.3344809773,0.717318617889,900.443250263,900.196772586
542,11333.5340491,3.87566593186,0.0987726971142,0.0,2.95268267338,4.86255146323,0.0,2.96243865092,2.4402066169,-17.4550848522,4.44967721009,-26.473450686,0.0,859.549786515,1.49875723138,900.028610046,899.838768871
543,12087.5840081,7.4691127906,0.0695860961192,0.0,4.42541822225,1.2306881998,0.0,4.59691314517,1.70450629299,-14.1818038912,3.57467593701,-24.726179966,0.0,728.739408753,0.318584686865,900.016095462,899.851669873
544,13142.7906273,6.95517239506,0.0937782479626,0.0,4.8187166843,4.50880429851,0.0,4.42203370208,-1.72594369333,-15.3569908538,3.57959249156,-25.9397717117,0.0,843.993311135,1.03788144757,900.064822878,900.108391603
545,14079.4918652,4.24425025222,0.0563342454526,0.0,4.51179643095,3.33474145314,0.0,3.88441062512,-0.397239471364,-16.1629324935,3.53885913932,-24.4838204738,0.0,703.121899091,0.499795357892,899.772597431,899.714038759
546,14297.6284451,2.7035783202,0.407341306561,0.0,3.92864171294,3.0960081657,0.0,-1.55767046861,0.0438214341887,-13.643249819,2.78358476139,-23.2037319064,0.0,876.894503139,2.27492799693,898.8024781,900.357081164
547,15004.2111158,-1.83675419001,0.527283637882,0.0,3.11869799309,6.0721341122,0.0,-6.44670017563,1.29425959308,-17.7857076999,1.60536709454,-7.90359545608,0.0,13.1585309178,-0.0987700515111,899.403143213,899.475980195
548,14330.1123624,-1.70098769371,-1.82217597423,0.0,3.37348417421,6.24973309429,0.0,-7.25212123301,-4.06486425769,-12.7408386379,1.56482239113,-6.0325920748,0.0,11.1424613632,0.980565241567,899.408755212,900.306274111
549,13643.0244965,-6.5597590659,-1.63297258668,0.0,2.54113383222,1.22237730916,0.0,-8.00188383652,-5.89679052741,-9.75738746844,1.02155341809,-4.51538781164,0.0,1.96495208191,-0.275571059111,900.189649267,899.969871064
550,13738.1409424,-9.09955184655,-3.67084523887,0.0,2.45188378584,5.58907382204,0.0,-12.339092615,-0.955190154564,-17.0308478448,1.26956831559,-4.84102076088,0.0,0.581627349646,-0.278498683745,899.488712693,900.598935181
551,13318.5565811,-6.31471012479,-5.56561159418,0.0,3.08129114037,5.33112683411,0.0,-6.95780281379,-5.09368880117,-18.0420718623,1.32846933208,-4.31952066672,0.0,0.826938356543,0.416067702952,900.022731868,899.750030958
552,12911.7324577,-3.65522830441,-5.63130727,0.0,3.03087082701,5.8074133369,0.0,-5.03579191843,-6.0851950576,-15.8100425532,1.32196569297,-4.32505757153,0.0,3.99911001825,0.648848706531,899.52079778,900.337935031
553,13012.1462434,-1.56417686274,-4.23872814553,0.0,3.43021774388,0.948294226061,0.0,-4.18198743166,-5.9041204008,-14.975853816,1.5891608967,-7.21283033207,0.0,20.8379293227,5.80836614658,900.113163812,900.172326204
554,13460.6241702,-9.76070651849,-4.11261277198,0.0,3.59255965761,4.80807419234,0.0,-8.04338676255,-5.987818193,-19.6782042064,1.36139069694,-4.34592761364,0.0,0.321215437409,0.489799616448,899.685467454,899.732036594
555,14092.9475546,-4.32950257926,2.30164932054,0.0,3.23349729132,4.99736211274,0.0,-0.863330654947,4.40122523406,-21.0695280743,1.57066561974,-6.54660765995,0.0,4.41652192047,0.110363504871,899.797950573,900.049271446
556,14795.1576575,-1.83363126482,0.482698968766,0.0,3.92418068779,5.28522960194,0.0,2.01452434348,-1.28190366532,-20.4588518154,1.71110943081,-7.88312232977,0.0,18.0589287908,1.77638289464,900.232662542,900.282816472
557,14505.0653568,3.4902354346,1.25219150297,0.0,5.96140559543,1.37728844749,0.0,2.67838798978,0.836218083317,-16.6863378971,3.10335711803,-28.0404242445,0.0,880.343913921,30.5869416686,900.018138235,900.859972433
558,13272.3141029,5.96492075429,0.867835265113,0.0,0.826237165785,2.96498619236,0.0,4.81188185519,0.30884409574,-14.8933293446,4.31543712114,-28.6069630679,0.0,899.108975147,38.9859374934,899.322803624,899.961459497
559,10959.6522108,6.06278472976,-0.575481719012,0.0,0.608305036751,3.50760938372,0.0,5.98275305102,-0.278237901237,-14.4058528731,5.77720510968,-28.0088270203,0.0,896.60652602,202.180745819,893.948515167,899.673155795
560,10977.5796308,2.96061847675,-0.305225025296,0.0,5.32172346742,1.76939886018,0.0,3.11416139568,4.69997060988,-15.3367963673,4.77928462205,-22.9163542793,0.0,791.818721125,73.3239328091,897.891452534,899.6018165
561,10854.9264162,-2.59543489616,-0.444536885286,0.0,3.94595914362,2.65491396597,0.0,-4.72639167993,1.86059669097,-10.2912986097,2.79165681717,-8.08746204156,0.0,13.1843532388,6.30046674572,899.518297046,899.595684348
562,10951.8617105,-4.27431442314,0.397919469652,0.0,3.3660700572,5.48430277619,0.0,-3.8599548346,1.13772339295,-18.3733556571,2.08081359735,-8.84157179669,0.0,7.81209843335,2.52492295894,901.310527721,900.645793089
563,10855.1511866,-3.55112124812,1.77484407874,0.0,3.97173768699,1.33524115531,0.0,-7.82492083859,3.6372283474,-15.7560334171,2.13133115314,-8.38766249842,0.0,21.4184345675,6.90992222433,900.441396737,899.836944236
564,11618.3851269,3.18145650734,1.41104436117,0.0,5.89400103845,2.04337060054,0.0,3.28843351775,0.931698989733,-15.7029178927,3.25231479028,-28.0917447227,0.0,895.197193658,130.701922266,898.578187151,899.571200165
565,11344.7310019,1.43957537897,-1.05013627951,0.0,4.79886601793,2.67160569579,0.0,3.8550045265,-0.358199453974,-18.1177134254,4.9618393187,-20.9119882533,0.0,650.537843166,74.442662491,898.819585878,899.624801672
566,10410.2498037,0.381370247899,-2.59350546499,0.0,3.59080117871,0.596842389899,0.0,-0.34044690347,-4.91518833865,-10.0600457338,2.01255708813,-4.39675661971,0.0,163.895644127,122.953870517,892.397681252,899.581600415
567,10616.8974624,9.06912148239,0.58862735163,0.0,5.53113216015,2.89971661049,0.0,8.27795597617,0.370975009721,-15.2895004951,3.46657455408,-26.7083009852,0.0,899.562392162,228.914500118,899.970777101,899.842321292
568,10378.7341895,1.35676024646,-1.3045261642,0.0,3.5846955313,2.97958081551,0.0,7.62494609101,-1.93076669157,-10.5216097557,3.64117772695,-12.6110784906,0.0,480.170795594,151.969900731,897.645309136,900.179041185
569,15383.6761648,0.229425961497,2.49993694881,0.0,3.58568463523,4.18368267252,0.0,11.2636900677,2.14344771458,-15.5100668305,1.46804360259,-13.3524063622,0.0,582.310921711,140.926387789,899.714882128,899.780517336
570,10563.6956281,5.59103719651,-0.478422504835,0.0,4.86132727764,1.42338085575,0.0,6.30352342726,1.81775382142,-15.2370658628,5.14690905398,-25.0441888759,0.0,896.964204985,401.584377259,897.354968571,899.649812459
571,14278.7960754,-9.10992694572,3.92493870023,0.0,2.52742012898,4.65082260147,0.0,-4.5258664105,9.39257595155,-19.2922831234,0.993394087566,-5.74516175203,0.0,17.2582855821,31.0282959858,900.31938387,899.640309897
572,12086.446497,-2.18270702052,1.27736249135,0.0,3.59558943769,0.869338167198,0.0,-3.43550590137,-0.501091097961,-17.0261190782,1.61710755837,-14.0815235347,0.0,674.99305587,282.035178668,899.053382053,899.848283126
573,10425.3269387,11.2684680058,0.0108554913577,0.0,2.89601760329,4.5282024636,0.0,10.4187403732,1.00812761872,-15.3911957956,2.48135273532,-19.5403203863,0.0,900.40051285,692.961217798,899.597474843,900.194972029
574,10738.6775897,6.23523210443,-0.848913584573,0.0,2.64297187157,4.14566438485,0.0,9.01955960095,-0.430434765183,-16.6217647133,4.44784010319,-22.0183520647,0.0,896.525895328,602.706381969,892.203179535,899.690920228
575,10875.6560404,4.87734435094,-0.864658060485,0.0,2.54813158378,5.24073266785,0.0,5.96187155311,-1.14789918801,-16.9897368038,5.02758743238,-23.2654864517,0.0,868.801209455,457.314393704,876.667290822,899.757289765
576,10721.618888,3.42546097504,-0.80394370935,0.0,2.77616666082,0.0402187590512,0.0,3.67418380764,-2.26528832028,-16.3402077863,6.03371449229,-22.7893588867,0.0,855.795803164,448.417526225,867.774512522,898.839630544
577,11416.3994635,-0.0351360965993,-0.503804150668,0.0,2.46838968704,4.05474573835,0.0,4.42001797692,-0.185799160291,-17.781052689,4.63978270833,-15.6969808291,0.0,640.990787393,355.265213955,894.117194765,899.354000656
578,11588.6476044,-1.58459456845,-0.286021545894,0.0,2.09731655075,0.921648869691,0.0,-3.16680392315,3.01624493258,-18.491974334,3.83026810944,-9.63270869304,0.0,127.445234945,247.800667707,892.382315614,899.425067154
579,11563.2117099,-2.13974791835,-0.241853693343,0.0,1.89255648857,0.773325235105,0.0,-4.14438444481,3.27740260678,-17.9504964233,3.4847384949,-9.24857764019,0.0,122.905697559,253.520129322,893.767355467,899.894537122
580,11460.5774331,-2.83228169474,-0.169311010863,0.0,1.73717085917,0.675576043976,0.0,-5.66879613073,3.60047593276,-17.2954244474,3.14056743247,-8.92451466942,0.0,117.607555422,253.802380569,895.799601395,899.682442563
581,11442.0966789,-3.22822157204,-0.177355459236,0.0,1.68706973842,0.934021850223,0.0,-7.26673274978,3.26135803229,-17.0962280324,3.0617394216,-8.58911834082,0.0,111.476516669,249.817502214,896.309564013,899.88542684
582,11380.9985079,-5.26201413576,-0.48373736194,0.0,1.28454988603,1.68205590695,0.0,-12.5694421215,-0.285603948149,-17.5576247824,2.31918387802,-8.00414003367,0.0,92.9116899946,224.594323984,899.108221466,900.529169692
583,11169.7072173,-6.26767889402,-0.490048040251,0.0,1.18744363042,1.59839504815,0.0,-14.3408213599,-0.49979904911,-17.4885316328,2.10538270959,-7.99822390142,0.0,85.44406566,216.343290717,899.107176827,900.206879604
584,10760.2254459,-7.29988993142,-0.423266825796,0.0,0.961442676555,1.62654954273,0.0,-15.6526466893,-0.574377006699,-17.1632922882,1.54614481812,-7.74185643466,0.0,84.8548351237,219.954062197,899.789131665,899.885428542
585,11579.3513686,-11.2989280326,-0.273373396942,0.0,0.922398744253,1.11720432685,0.0,-19.8715659194,-0.429517102507,-16.3287400939,1.12287075192,-5.34028444399,0.0,61.751103789,205.666464691,900.321558807,899.784257213
586,11445.6656138,-13.3803943384,-0.132722045654,0.0,0.890614570632,0.956367657941,0.0,-21.3658010105,-0.140035702147,-15.2738294661,1.04991766855,-4.52235249989,0.0,50.1647483264,193.91447162,899.988112157,900.145624001
587,11598.7646396,-15.0103535677,0.0678188906449,0.0,1.13584905413,0.83617971174,0.0,-22.1401734148,0.407672565002,-14.4068382876,1.22052847595,-3.7221433825,0.0,34.1889192183,188.946831243,899.783772885,899.77481535
588,10728.7645171,-22.0425715837,1.19344559096,0.0,1.14764136614,0.364203936487,0.0,-27.0830414222,3.30012919265,-10.9028242858,0.935704985377,-1.72029255027,0.0,12.2418129328,161.684093667,899.803071322,900.549635969
589,9415.72601324,-67.2296835394,44.712163895,0.0,2.04700724039,4.33208607709,0.0,-73.1202700277,61.3593776476,-18.7215973835,0.553363489292,-0.940787330089,0.0,-0.0101954228595,3.93339996971,899.955470816,899.695641263
590,16186.4519177,-150.0,97.0122126492,0.0,1.77837146038,4.07788428372,0.0,-2371.71326308,1577.58766946,-294.51965025,0.5459829298,-0.916704825619,0.0,-0.194305268466,1.68458246682,899.248245826,899.953461852
591,10934.8592568,-23.0210505716,0.997151428725,0.0,1.06442528694,0.904428670057,0.0,-25.5016582936,1.14944027526,-12.0291424258,0.793379184585,-0.294982943203,0.0,10.4855807756,188.521350362,900.086903678,899.27484489
592,11058.6067976,-22.6488961336,1.01540862359,0.0,1.11903499821,1.12807415623,0.0,-23.8884323935,0.903044796249,-12.2939097302,0.764716474305,0.0651564743609,0.0,10.3166833273,198.921727391,900.327340346,900.233598571
593,10922.2944103,-22.1789543305,0.873497486165,0.0,1.08783579424,1.71653332123,0.0,-21.3653102911,0.559459397257,-12.4658171761,0.736017348516,0.684195360907,0.0,9.72807044836,215.690240947,899.955754057,900.198405152
594,10956.8482744,-32.6115312099,2.33641648734,0.0,1.43897720237,3.96198286503,0.0,-19.1235123555,-4.52774454279,-13.1577129662,0.77171085215,4.98254221858,0.0,1.48534737209,202.189890775,899.591079675,899.832086992
595,10884.5652433,-15.6930191049,6.34680814468,0.0,1.50398977044,5.96309451531,0.0,-0.42106396721,4.31969118604,-10.8311258833,0.683821416064,8.13706160184,0.0,15.6311195163,266.353730101,900.566290598,900.146503132
596,17174.9379985,-37.9521414238,3.34909550193,0.0,1.75912405154,2.86297809879,0.0,-16.7278385009,2.09951033375,-13.6729475714,0.659854821348,18.7850093531,0.0,21.3394508389,627.842730186,901.224013641,899.824930693
597,21997.1473254,-12.5384465449,-1.80638929833,0.0,1.46089889657,1.83781922862,0.0,8.02850093317,-3.27944466283,-15.7029153804,0.256947422374,9.36859046722,0.0,217.539008721,419.914886539,900.471878636,899.578304917
598,15810.0985013,-34.2101698795,10.8365396651,0.0,1.44600478025,6.03506229239,0.0,-11.963135423,23.5904397359,-7.86637234998,0.423989808885,-4.34977199757,0.0,700.980060347,606.570521,900.20784675,899.828459096
599,20954.3960187,-25.688048583,4.93413506141,0.0,1.75161148841,0.460050153153,0.0,-8.61216328849,2.3741012746,-14.0775801567,0.537874027306,-22.3309743667,0.0,787.424580577,325.347682262,900.3937595,899.928978343
600,31455.9052268,-49.5648219684,24.6202865357,0.0,2.5328251435,5.58708782699,0.0,-13.2794741561,8.52150614801,-18.675197186,0.537713043998,-28.8316733285,0.0,900.289280656,18.9430089922,900.025984219,899.500727032
601,11286.9323741,-8.43250855619,-0.0480552196697,0.0,0.990328509063,5.895823769,0.0,-15.5574879374,2.5307991486,-14.4326756236,1.50334938958,-13.366011905,0.0,475.210256788,257.542060532,899.697355092,899.709613446
602,11468.6168289,-10.1546839902,-0.088733617188,0.0,0.809567570741,2.73291437781,0.0,-11.7127553463,-0.622513964063,-16.4362975536,1.08271160206,-15.1053418924,0.0,537.419654523,232.620016502,899.595498731,899.816338635
603,11519.2618795,-12.572568132,-0.17133587645,0.0,0.967508260788,0.501849748425,0.0,-17.4602159705,-0.776221371934,-15.8822173048,1.1484078053,-19.026585819,0.0,694.300901223,247.95881246,899.887982159,899.912030069
604,10842.939909,-11.8912039132,-0.243818485318,0.0,0.844105318563,1.09189482943,0.0,-16.9193836844,-1.19868672999,-16.3593709585,1.02326202403,-18.4937611201,0.0,652.165761985,222.298191142,899.872455554,899.604149837
605,10956.1035304,-11.7669955694,-0.270642061419,0.0,0.978703710603,1.39446036128,0.0,-16.3702140665,-1.47988851251,-16.3717609575,1.32320371302,-17.9413577875,0.0,633.490210145,220.115051622,899.500898579,900.211401088
606,11346.5869988,-15.6522475814,-0.0797572690048,0.0,0.996726059564,5.83617742227,0.0,-21.0085058135,1.71527798684,-13.4651822714,1.01916653971,-23.4215567624,0.0,849.990603726,271.53380233,900.058780206,899.140156694
607,10990.2014787,-15.7112291247,0.0657723331361,0.0,0.924779724325,4.33479622482,0.0,-20.0400955379,1.20156417312,-13.3108868096,0.900297144461,-22.8568036049,0.0,787.42758407,246.411376427,899.86127362,899.046263288
608,11442.2135967,-16.8643527672,0.13341287123,0.0,1.07825943163,2.03598573868,0.0,-18.4279013512,-0.566128346285,-14.4081365188,1.05199577037,-25.2750973212,0.0,852.65215802,279.11370287,900.336735413,900.182232439
609,11613.0044787,-13.6193062796,-0.311152919718,0.0,1.03733866885,4.42592860141,0.0,-18.6001467365,0.550621117008,-15.1349961632,1.26282619384,-23.9152469161,0.0,860.928587665,371.375899636,900.067185029,900.065136247
610,10855.9738455,-9.99940021749,-0.484359631575,0.0,1.11834031454,1.26907795455,0.0,-15.959329729,-1.85812076536,-16.9490042453,1.69959183541,-20.4998975743,0.0,720.186483261,268.997012854,899.975886532,900.737326177
611,11347.6873134,-9.34456429434,-0.574824463557,0.0,1.10661602958,1.24930411941,0.0,-14.8821530263,-2.12497296808,-17.7797072571,1.63362954126,-20.2154064688,0.0,716.26299645,283.638700899,899.977762138,900.44012515
612,11682.3582106,-11.2683937535,-0.436755591726,0.0,1.10043634984,5.72287118699,0.0,-18.1542344619,0.127772715783,-16.1591038539,1.47570923495,-22.7533800195,0.0,814.82116893,341.230339494,899.583850902,899.963928604
613,11133.5943918,-12.1183209272,-0.505170914011,0.0,1.17866900243,5.13412488519,0.0,-18.8209381927,0.491010509278,-15.2672015753,1.34093721164,-23.9725590451,0.0,840.157242743,345.095333107,900.127358472,899.091454053
614,10778.6004644,-10.3009376669,-0.544350332556,0.0,1.05998847558,0.394025823898,0.0,-17.7748642591,-1.28554182578,-16.6647415918,1.38023854823,-22.6599125606,0.0,796.943065289,316.98075011,900.632597409,899.278538782
615,11083.6401055,-9.97439296548,-0.625992488703,0.0,1.10101042122,0.53665036562,0.0,-17.1707799413,-1.66106594059,-17.2600811099,1.57814776018,-22.5374400513,0.0,785.402820818,290.138678982,900.61592456,900.332773185
616,11062.475599,-7.59525912657,-0.777557089865,0.0,1.1297831327,2.25368321062,0.0,-12.5813994241,-2.49282872979,-18.623088657,1.79844760203,-20.0672366236,0.0,680.31746869,233.791856887,900.146716622,899.888021312
617,11398.2056103,-5.63694191731,-0.588373844896,0.0,1.33011314314,2.92530625202,0.0,-7.53779249269,-1.47296380939,-18.0862576157,2.26431892004,-18.2531955957,0.0,604.074421083,224.663716182,899.947049747,899.647784503
618,11301.4563563,-6.74501409993,-0.761483846879,0.0,1.30518506197,2.49401826764,0.0,-10.6487773637,-2.46026693981,-18.5032171718,2.17715538965,-19.1713849482,0.0,645.513607295,219.255784377,899.934069991,900.168647887
619,11413.1708651,-10.3571515694,-0.926143284903,0.0,1.08966430104,1.09021193717,0.0,-16.4943248496,-2.68635250977,-18.4075319587,1.39374781467,-23.9536164845,0.0,790.105652678,193.792883017,900.497208612,899.660761475
620,11963.9636705,-12.2178082302,-1.06337804534,0.0,1.03442162334,5.79019674424,0.0,-19.3156628896,-1.53078540662,-17.8278376872,1.27763672209,-25.6092803022,0.0,847.86059865,198.058203183,899.981628035,900.423224898
621,11881.7092637,-12.2931531246,-1.00121117071,0.0,0.978930309835,5.75995312831,0.0,-19.249008401,-1.49608467255,-17.8818568873,1.18599968411,-26.0754736833,0.0,856.36510226,183.237948503,900.226018313,899.823316593
622,11502.5512301,-10.3223222086,-1.06197319084,0.0,1.07404518196,0.93792179752,0.0,-16.5972626844,-2.91514009117,-18.8785186414,1.42800352069,-25.2462071711,0.0,821.906006212,166.954892063,900.482697792,899.847872516
623,11013.0019528,-8.722267564,-0.971924108481,0.0,0.956409789411,2.2126965515,0.0,-14.5670786612,-2.92073333911,-19.8102475843,1.54206777043,-24.1863585177,0.0,789.528520546,154.469616632,899.4995017,899.780295328
624,11714.3211965,-7.48988349234,-0.982687909049,0.0,1.08542760876,2.11670053866,0.0,-12.642139188,-3.00832555195,-20.4252559612,1.83886064269,-24.2793259245,0.0,784.08417666,176.592641159,900.259583299,900.123375479
625,11821.3256601,-7.31608287748,-1.01751775928,0.0,1.11357127721,2.16384009096,0.0,-12.2215099395,-3.12667817304,-20.6296492341,1.920183628,-24.4181700393,0.0,787.182263095,168.362147659,899.581784159,900.231705754
626,10815.089448,-5.79686630198,-0.82577001293,0.0,1.10035919622,3.15529935618,0.0,-10.7925585206,-2.04399992077,-19.8102964104,2.29056213841,-23.1568440918,0.0,707.547764495,164.02652613,899.879420685,899.73675367
627,10768.6487596,-5.15823868555,-0.801052596473,0.0,1.21659519491,3.05928931074,0.0,-9.2772519591,-2.08509355745,-19.4254403688,2.59970899918,-22.5471997099,0.0,678.533337047,169.631268807,899.501282837,899.863648414
628,10780.5493724,-5.41480481835,-0.751807150643,0.0,1.1262376021,2.8981834705,0.0,-10.0003138517,-2.04002082855,-19.6998119333,2.41935871074,-23.200042821,0.0,718.571143067,180.181345301,899.771021579,899.680661191
629,10853.3097967,-5.77933894343,-0.891208315523,0.0,1.13301646139,2.98870065942,0.0,-10.8271771671,-2.3258601824,-20.0187288067,2.35188485192,-23.9369356807,0.0,752.301075972,175.610005392,899.48812346,899.886759011
630,11906.4376016,-5.71452009,-0.959150333793,0.0,1.41533626196,1.34750370918,0.0,-10.4940901819,-3.27081651271,-19.8219226962,2.6624545075,-23.6439448394,0.0,771.811594957,196.991481441,899.159106547,900.179499168
631,11843.7468874,-6.33045342986,-1.04598540598,0.0,1.38075503123,1.33006225506,0.0,-11.7848486843,-3.32837070221,-19.8079962539,2.43214384825,-24.7910876054,0.0,812.693091787,207.108043794,899.998119402,899.877588791
632,11529.2153894,-7.87914062508,-1.03205841632,0.0,1.16939387428,1.7384767869,0.0,-14.0364113558,-3.18759358266,-19.9945873361,1.99956990992,-26.4021171774,0.0,861.759993306,216.158987689,899.378774453,900.000190101
633,10938.3233635,-8.93566834961,-0.997496934395,0.0,1.03742655616,2.04347949294,0.0,-15.5312637164,-2.97778300705,-19.3807572223,1.61315540755,-26.9167610707,0.0,877.504711309,206.525525001,900.512689743,900.054711499
634,11537.2317289,-12.7452727037,-1.08571044622,0.0,1.19695143996,5.37406314016,0.0,-19.9058443566,-1.299933089,-17.0248018824,1.446662694,-27.6438334438,0.0,896.751989024,247.188228887,899.815453488,899.801386596
635,10925.0766329,-17.0817599231,-0.411407890545,0.0,1.08495330127,2.19291557614,0.0,-21.0902023572,-1.33179087735,-15.1143123082,1.19002319294,-27.861419416,0.0,899.962084253,210.879841624,899.996383241,900.521148702
636,10848.5562631,-28.7604304801,1.34163345701,0.0,1.41494751761,2.89496114044,0.0,-23.5843656176,1.5453922028,-11.9198700937,0.687986198485,-28.2501558114,0.0,900.778248349,173.575396024,900.303507953,899.52818902
637,10859.2269386,-37.8637580432,3.74171422058,0.0,1.77703589174,3.49481082008,0.0,-23.299720009,3.76532064868,-11.9640352459,0.914056826008,-28.3077415159,0.0,899.923432338,181.986622286,899.976448145,899.74915149
638,10698.6122219,-39.1403196909,4.17502004408,0.0,1.85416412483,3.09544189598,0.0,-22.1988277557,3.69537707965,-12.3568070027,0.62823958929,-27.8560319643,0.0,899.747518881,233.159354283,900.038813535,900.172872403
639,24037.1366034,-53.6596440519,11.7116030685,0.0,2.6153543278,0.303167353948,0.0,-18.2515094438,4.73024969072,-16.3524877089,0.60014292623,-28.8060637724,0.0,899.484728181,20.1570373398,900.566725627,899.966135861
640,10615.3410323,-42.4897119338,3.66189382947,0.0,1.85920254022,6.26416645416,0.0,-25.1562853922,2.15476130793,-11.9953274676,0.736456037535,-28.6797985537,0.0,899.573704765,93.8320719493,900.350618753,899.840861286
641,15530.752458,-39.9634063199,-0.108476047433,0.0,2.13217045645,5.71901107889,0.0,-21.8180503249,0.203775783227,-13.9325820327,0.840428718475,-28.1414911584,0.0,899.188094124,212.912412598,900.333600573,899.824999665
642,68185.8511588,-55.1703009972,139.256787774,0.0,3.66936945733,3.82365557033,0.0,-4.80094653837,223.16881432,-109.374688186,0.422990110216,-3.2875363847,0.0,900.28701573,900.861637064,900.710328512,899.643102012
643,40476.4605842,-24.0314620026,45.2838775576,0.0,2.24962957874,3.81303494254,0.0,15.8250325516,21.174303032,-22.2308649272,0.495125090385,-8.30813686896,0.0,900.72266103,900.358525834,900.271119124,899.773717645
